ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Swatches Attributes,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Meta: _deal_sales_counts,Meta: _deal_quantity,Meta: _sizechart_select,Meta: _video_select,Meta: _extra_info,Meta: inline_featured_image,Meta: om_disable_all_campaigns,Meta: woosw_count,Meta: woosw_add,Meta: woosw_remove,Meta: _wp_page_template,Meta: yikes_woo_products_tabs,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Meta: rs_page_bg_color,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global
6932,simple,,Digital Vertical Standee,1,0,visible,"The Experiences.Digital 10.1"" Digital Advertising Screen is a high-quality, durable product perfect for indoor use. It comes in three sizes, has a resolution of 1920x1080 and supports Android and Windows operating systems. It also supports various file formats and has multi-points touch functionality. Additionally, it comes with a 1-year warranty and after-sales support services.","The 10.1” Digital Advertising Screen by Experiences.Digital is a high-quality digital signage solution that is perfect for indoor use. Made with top-of-the-line materials such as aluminium, metal or wood, it is a durable and long-lasting product that can be mounted on a counter, wall or placed horizontally/vertically. This screen comes in three sizes - 7inch, 10inch, 15inch and 19inch, and has a resolution of 1920×1080 with a viewing angle of 178 degrees. It supports Android and Windows operating systems, and has a brightness of 350 cd/m2 with a response time of 3ms.\n\nThe Digital Advertising Screen supports various file formats including HTML, JPG, and MP4, making it easy for businesses to showcase their products and services in different formats. It also has multi-points touch functionality, which enables users to interact with the content being displayed on the screen. The screen's input voltage range is 100 AC - 240V and it has an HDMI interface for easy connectivity.\n\nThe 10.1” Digital Advertising Screen also comes with a 1-year warranty and after-sales support services that are available online/offline. The product's branding logo can be customized as per request, and it is available in black/silver or custom colors. Overall, this product is an excellent choice for businesses looking to elevate their digital marketing and advertising efforts.",,,taxable,,1,,,0,0,,,,,1,,,,"All Product, trending products",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Vertical-standee_01.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-vertical-Standee_03.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Vertical-Standee_04.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Vertical-Standee_02.jpg",,,,,,,,,0,,name,Digital Vertical Standee,1,0,brand,Experiences.Digital,1,1,place of origin,ED in house,1,1,provided,"Offline, Online",1,1,after sales services provided,Online Support,1,1,application,Indoor,1,1,installation,"Horizontal, Vertical",1,1,resolution,1920x1080,1,1,viewing Angle,178 degree,1,1,brightness,400 cd/m²,1,1,response time,5ms,1,1,Video/Intractive format,"JPG, MP4",1,1,color,"Black, Custom, Silver",1,1,size,"10inch, 15inch, 19inch, 7inch",1,1,Input voltage,100 AC -240V,1,1,interface,"HDMI, SD Card, USB",1,1,branding logo,As per request,1,1,fabrication,"Aluminum, Metal, Wood",1,1,optional function,Touch screen,1,1,0,,,,,0,,,,,,,touch screen,"IR touch, Multi points touch",1,1,internet connectivity,"Hotspot, Internet, Wifi",1,1,,RAM,"2GB, 4GB",1,0,Memory,16GB,1,0,warranty,1 year,1,1
6942,simple,,Digital Counter Touch Kiosk,1,0,visible,"The Experiences.Digital 10.1"" Digital Advertising Screen is a high-quality, durable product perfect for indoor use. It comes in three sizes, has a resolution of 1920x1080 and supports Android and Windows operating systems. It also supports various file formats and has multi-points touch functionality. Additionally, it comes with a 1-year warranty and after-sales support services.","The 10.1” Digital Advertising Screen by Experiences.Digital is a high-quality digital signage solution that is perfect for indoor use. Made with top-of-the-line materials such as aluminium, metal or wood, it is a durable and long-lasting product that can be mounted on a counter, wall or placed horizontally/vertically. This screen comes in three sizes - 7inch, 10inch, 15inch and 19inch, and has a resolution of 1920×1080 with a viewing angle of 178 degrees. It supports Android and Windows operating systems, and has a brightness of 350 cd/m2 with a response time of 3ms.\n\nThe Digital Advertising Screen supports various file formats including HTML, JPG, and MP4, making it easy for businesses to showcase their products and services in different formats. It also has multi-points touch functionality, which enables users to interact with the content being displayed on the screen. The screen's input voltage range is 100 AC - 240V and it has an HDMI interface for easy connectivity.\n\nThe 10.1” Digital Advertising Screen also comes with a 1-year warranty and after-sales support services that are available online/offline. The product's branding logo can be customized as per request, and it is available in black/silver or custom colors. Overall, this product is an excellent choice for businesses looking to elevate their digital marketing and advertising efforts.",,,taxable,,1,,,0,0,,,,,1,,,,"All Product, trending products",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/digital-Counter-touch-Kiosk.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Counter-touch-kiosk_02.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Counter-Touch-Kiosk_03.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Digital-Counter-Touch-Kiosk_04.jpeg",,,,,,,,,0,,name,Digital Counter Touch Kiosk,1,0,brand,Experiences.Digital,1,1,place of origin,ED in house,1,1,provided,"Offline, Online",1,1,after sales services provided,Online Support,1,1,application,Indoor,1,1,installation,"Horizontal, Vertical",1,1,resolution,1024×768,1,1,viewing Angle,170 degree,1,1,brightness,350 cd/m²,1,1,response time,2ms,1,1,Video/Intractive format,"JPG, MP4",1,1,color,"Black, Custom, Silver",1,1,size,"10inch, 15inch, 19inch, 7inch",1,1,Input voltage,100 AC -240V,1,1,interface,"HDMI, RGB, USB, VGA",1,1,branding logo,As per request,1,1,fabrication,"Aluminum, Metal, Wood",1,1,optional function,Touch screen,1,1,0,,,,,0,,,,,,,touch screen,"IR touch, Multi points touch",1,1,internet connectivity,"Hotspot, Internet, Wifi",1,1,,RAM,"2GB, 4GB",1,0,Memory,16GB,1,0,warranty,1 year,1,1
6943,simple,,Dual Screen Tent Card,1,0,visible,"The Experiences.Digital 10.1"" Digital Advertising Screen is a high-quality, durable product perfect for indoor use. It comes in three sizes, has a resolution of 1920x1080 and supports Android and Windows operating systems. It also supports various file formats and has multi-points touch functionality. Additionally, it comes with a 1-year warranty and after-sales support services.","The 10.1” Digital Advertising Screen by Experiences.Digital is a high-quality digital signage solution that is perfect for indoor use. Made with top-of-the-line materials such as aluminium, metal or wood, it is a durable and long-lasting product that can be mounted on a counter, wall or placed horizontally/vertically. This screen comes in three sizes - 7inch, 10inch, 15inch and 19inch, and has a resolution of 1920×1080 with a viewing angle of 178 degrees. It supports Android and Windows operating systems, and has a brightness of 350 cd/m2 with a response time of 3ms.\n\nThe Digital Advertising Screen supports various file formats including HTML, JPG, and MP4, making it easy for businesses to showcase their products and services in different formats. It also has multi-points touch functionality, which enables users to interact with the content being displayed on the screen. The screen's input voltage range is 100 AC - 240V and it has an HDMI interface for easy connectivity.\n\nThe 10.1” Digital Advertising Screen also comes with a 1-year warranty and after-sales support services that are available online/offline. The product's branding logo can be customized as per request, and it is available in black/silver or custom colors. Overall, this product is an excellent choice for businesses looking to elevate their digital marketing and advertising efforts.",,,taxable,,1,,,0,0,,,,,1,,,,"All Product, trending products",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Dual-Screen-Tent-Crad_02.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Dual-Screen-Tent-Crad_03.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Dual-Screen-Tent-Crad_04.jpg",,,,,,,,,0,,name,Dual Screen Tent Card,1,0,brand,Experiences.Digital,1,1,place of origin,ED in house,1,1,provided,"Offline, Online",1,1,after sales services provided,Online Support,1,1,application,Indoor,1,1,installation,"Counter card, Horizontal, Table card, Vertical",1,1,resolution,800×480,1,1,viewing Angle,85 degree,1,1,brightness,350 cd/m²,1,1,response time,3ms,1,1,Video/Intractive format,"HTML, JPG, MP4",1,1,color,"Black, Custom, Silver",1,1,size,"10inch, 15inch, 19inch, 7inch",1,1,Input voltage,100 AC -240V,1,1,interface,"HDMI, Micro USB, USB Type C",1,1,branding logo,As per request,1,1,fabrication,"Aluminum, Metal, Wood",1,1,optional function,Touch screen,1,1,0,,,,,0,,,,,,,touch screen,"IR touch, Multi points touch",1,1,internet connectivity,"Hotspot, Internet, Wifi",1,1,,warranty,1 year,1,1,,,,,,,,
6949,simple,,Standing Digital Kiosk,1,0,visible,"The Experiences.Digital 10.1"" Digital Advertising Screen is a high-quality, durable product perfect for indoor use. It comes in three sizes, has a resolution of 1920x1080 and supports Android and Windows operating systems. It also supports various file formats and has multi-points touch functionality. Additionally, it comes with a 1-year warranty and after-sales support services.","The 10.1” Digital Advertising Screen by Experiences.Digital is a high-quality digital signage solution that is perfect for indoor use. Made with top-of-the-line materials such as aluminium, metal or wood, it is a durable and long-lasting product that can be mounted on a counter, wall or placed horizontally/vertically. This screen comes in three sizes - 7inch, 10inch, 15inch and 19inch, and has a resolution of 1920×1080 with a viewing angle of 178 degrees. It supports Android and Windows operating systems, and has a brightness of 350 cd/m2 with a response time of 3ms.\n\nThe Digital Advertising Screen supports various file formats including HTML, JPG, and MP4, making it easy for businesses to showcase their products and services in different formats. It also has multi-points touch functionality, which enables users to interact with the content being displayed on the screen. The screen's input voltage range is 100 AC - 240V and it has an HDMI interface for easy connectivity.\n\nThe 10.1” Digital Advertising Screen also comes with a 1-year warranty and after-sales support services that are available online/offline. The product's branding logo can be customized as per request, and it is available in black/silver or custom colors. Overall, this product is an excellent choice for businesses looking to elevate their digital marketing and advertising efforts.",,,taxable,,1,,,0,0,,,,,1,,,,"All Product, trending products",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Standing-kiosk_03.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Standing-Kiosk_02.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Standing-kiosk_01.jpeg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/Standing-Kiosk_04.jpeg",,,,,,,,,0,,name,Standing Digital Kiosk,1,0,brand,Experiences.Digital,1,1,place of origin,ED in house,1,1,provided,"Offline, Online",1,1,after sales services provided,Online Support,1,1,application,Indoor,1,1,installation,"Floor stand, Horizontal, Vertical",1,1,resolution,1920x1080,1,1,viewing Angle,89 degree,1,1,brightness,250 cd/m²,1,1,response time,5ms,1,1,Video/Intractive format,"JPG, MP4",1,1,color,"Black, Custom, Silver",1,1,size,"10inch, 15inch, 19inch, 7inch",1,1,Input voltage,100 AC -240V,1,1,interface,"HDMI, SD Card, USB",1,1,branding logo,As per request,1,1,fabrication,"Aluminum, Metal, Wood",1,1,optional function,Touch screen,1,1,0,,,,,0,,,,,,,touch screen,"IR touch, Multi points touch",1,1,internet connectivity,"Hotspot, Internet, Wifi",1,1,,RAM,"2GB, 4GB",1,0,Memory,16GB,1,0,warranty,1 year,1,1
6954,simple,,Portable Titled Digital Standee,1,0,visible,"The Experiences.Digital 10.1"" Digital Advertising Screen is a high-quality, durable product perfect for indoor use. It comes in three sizes, has a resolution of 1920x1080 and supports Android and Windows operating systems. It also supports various file formats and has multi-points touch functionality. Additionally, it comes with a 1-year warranty and after-sales support services.","The 10.1” Digital Advertising Screen by Experiences.Digital is a high-quality digital signage solution that is perfect for indoor use. Made with top-of-the-line materials such as aluminium, metal or wood, it is a durable and long-lasting product that can be mounted on a counter, wall or placed horizontally/vertically. This screen comes in three sizes - 7inch, 10inch, 15inch and 19inch, and has a resolution of 1920×1080 with a viewing angle of 178 degrees. It supports Android and Windows operating systems, and has a brightness of 350 cd/m2 with a response time of 3ms.\n\nThe Digital Advertising Screen supports various file formats including HTML, JPG, and MP4, making it easy for businesses to showcase their products and services in different formats. It also has multi-points touch functionality, which enables users to interact with the content being displayed on the screen. The screen's input voltage range is 100 AC - 240V and it has an HDMI interface for easy connectivity.\n\nThe 10.1” Digital Advertising Screen also comes with a 1-year warranty and after-sales support services that are available online/offline. The product's branding logo can be customized as per request, and it is available in black/silver or custom colors. Overall, this product is an excellent choice for businesses looking to elevate their digital marketing and advertising efforts.",,,taxable,,1,,,0,0,,,,,1,,,,"Outdoor Signage, trending products",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/01.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/03.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/03/02.jpg",,,,,,,,,0,,name,Experiences.Digital,1,0,brand,Experiences.Digital,1,1,place of origin,ED in house,1,1,provided,"Offline, Online",1,1,after sales services provided,Online Support,1,1,application,Indoor,1,1,installation,1920x1080,1,1,viewing Angle,178 degree,1,1,brightness,500 cd/m²,1,1,response time,12ms,1,1,Video/Intractive format,"JPG, MP4",1,1,color,"Black, Custom, Silver",1,1,size,"10inch, 15inch, 19inch, 7inch",1,1,Input voltage,100 AC -240V,1,1,interface,"HDMI, SD Card, USB",1,1,branding logo,As per request,1,1,fabrication,"Aluminum, Metal, Wood",1,1,optional function,Touch screen,1,1,touch screen,"IR touch, Multi points touch",1,1,0,,,,,0,,,,,default,,internet connectivity,"Hotspot, Internet, Wifi",1,1,RAM,"2GB, 4GB",1,0,,Memory,"8GB, 16GB",1,0,warranty,1 year,1,1,,,,
7123,simple,ED1200,7 inch table tent card,1,0,visible,"The 7-inch Table Tent Card is a sleek and versatile indoor signage solution. With its high-resolution screen and interactive capabilities, it captivates customers and enhances their experience. Perfect for showcasing information, promotions, and menus, this compact tabletop display is ideal for tech-savvy environments.\n<table>\n<tbody>\n<tr>\n<th><b>Size</b></th>\n<td>7 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital Table Top, Indoor Signage",,,,,,,,,,,,0,,Aspect Ratio,16.9,1,0,Feature,Touch Screen In-Built Speaker,1,0,Dimension,8.6 x 4.3 x 1.1 (inch),1,0,application,Indoor,1,1,Unit Type,Table Top/Counter Portable,1,0,resolution,600 * 1024,1,1,Operating System,Android,1,0,brightness,300 nits,1,1,input voltage,100 AC -240V,1,0,interface,USB Type / Power jack-DC Power input,1,1,response time,3.5 ms,1,1,format,HTML/JPG/BMP/GIF/PNG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",1,1,Display Shape,Rectangle,1,0,touch screen,Capacitive,1,1,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
7126,simple,ED1201,10 inch table tent card,1,0,visible,"Experience the future of indoor signage with the 10-inch Table Tent Card. Its high-resolution screen and interactive touch capabilities create captivating user experiences. From dynamic menus to engaging promotions, this sleek and futuristic display makes a lasting impression.\n<table>\n<tbody>\n<tr>\n<td><b>size</b></td>\n<td></td>\n<td>10 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital Table Top, Indoor Signage",,,,,,,,,,,,0,,Aspect Ratio,16:09,1,0,Feature,Touch Screen In-Built Speakers,1,0,Dimension,12.86 x 6.43 x 1.57 (inch),1,0,application,Indoor,1,1,Unit type,Table Top/Counter Portable,1,0,resolution,1200 * 1920,1,1,Operating System,Android,1,0,brightness,400 Nits,1,1,Input voltage,100 AC -240V,1,1,pixel pitch,10 mm,1,1,interface,USB Type / Power jack-DC Power input,1,1,Reponse Time,3.5 ms,1,0,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",1,1,Display Shape,Rectangle,1,0,Touch Screen,Capacitive,1,0,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:23:""Additional information "";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Custom, Silver</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
7129,simple,ED1202,10-inch Dual display digital signage,1,0,visible,"With its dual screens, this product offers twice the visual impact, allowing you to engage customers with dynamic content on both screens simultaneously. The high-resolution displays deliver stunning visuals, while the interactive touch capabilities provide an immersive user experience. Showcase menus, promotions, and information with ease and captivate your audience with this innovative dual screen signage solution.\n\n<table>\n<tbody>\n<tr>\n<th><b>Size</b></th>\n<td>10 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Digital Table Top, Indoor Signage > Dual Screen Signage, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/04.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/05.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/03-1.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02.jpg",,,,,,,,,0,,Aspect Ratio,16:09,1,0,Dimension,11 x 7 x 2 (inch),1,0,application,Indoor,1,1,Unit type,Table Top/Counter Portable,1,0,resolution,1200 * 1920,1,1,Operating System,Android,1,0,brightness,400 Nits,1,1,Input voltage,100 AC -240V,1,1,interface,USB Type / Power jack-DC Power input,1,1,Response Time,3.5 ms,1,0,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",1,1,Display Shape,Triangle,1,0,touch screen,Capacitive,1,1,warranty,1 year,1,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:545:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>unit type</b></td>
<td>table top/counter portable</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Custom, Silver</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
7131,simple,ED1203,32 Inch Indoor Double Side Dual Screen Ad Display,1,0,visible,"Experience the power of visual impact with the 32-inch Indoor Double Side Dual Screen Ad Display. Featuring two screens, this innovative signage solution offers simultaneous content display, captivating viewers from both directions. With high-resolution screens, customizable content, and easy installation, it's perfect for maximizing advertising opportunities in any indoor environment.\n<table>\n<tbody>\n<tr>\n<th><b>Size</b></th>\n<td>32 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Dual Screen Signage, Indoor Signage",,,"https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-1.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/02-2.jpg, https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-1.jpg",,,,,,,,,0,,Aspect Ratio,16.9,1,0,Feature,In-Built Speakers,1,0,Dimension,28 x 16 x 4 (inch),1,0,application,Indoor,1,1,Unit type,Ceiling Mount,1,0,resolution,1920x1080,1,1,Operating System,Android / Windows System,1,0,brightness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/Micro USB/USB type C,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",1,1,Display Shape,Rectangle,1,0,warranty,1 year,1,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:472:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>As per request</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
7133,simple,ED1204,43 Inch Indoor Double Side Dual Screen Ad Display,1,0,visible,"Introducing the 43-inch Indoor Double Side Dual Screen Ad Display, a powerful advertising solution. With dual screens, this display offers maximum visibility from multiple angles. Its high-resolution displays ensure crisp and vibrant visuals, while its versatile content options allow for impactful advertising. Easy installation makes it suitable for various indoor environments, providing an immersive advertising experience.\n<table>\n<tbody>\n<tr>\n<th><b>Size</b></th>\n<td>43 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Dual Screen Signage, Indoor Signage",,,https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-51.jpg,,,,,,,,,0,,Aspect Ratio,16.9,1,0,Feature,In-Built Speakers,1,0,Dimension,38 x 21 x 4 (inch),1,0,application,Indoor,1,1,Unit type,Ceiling Mount,1,0,resolution,1920x1080,1,1,Operating System,Android / Windows System,1,0,brightness,400 Nits,1,1,viewing Angle,178 degree,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5ms,1,1,format,HTML/JPG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",1,1,Display Shape,Rectangle,1,0,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
7135,simple,ED1205,55 Inch Indoor Double Side Dual Screen Ad Display,1,0,visible,"Experience the epitome of advertising prowess with the 55-inch Indoor Double Side Dual Screen Ad Display. Featuring dual screens, this state-of-the-art signage solution creates an immersive and captivating visual experience from any angle. With high-resolution displays, seamless content management, and effortless installation, it's a game-changer for businesses looking to make a lasting impact in indoor environments.\n<table>\n<tbody>\n<tr>\n<th><b>Size</b></th>\n<td>55 inch</td>\n</tr>\n</tbody>\n</table>",,,,taxable,,1,,,0,0,,,,,1,,,,"Indoor Signage > Dual Screen Signage, Indoor Signage",,,https://experiences.digital/edigital-signage/wp-content/uploads/2023/05/01-2.jpg,,,,,,,,,0,,Aspect Ratio,16:09,1,0,Feature,In-Built Speakers,1,0,Dimension,49 x 27 x 5 (inches),1,0,application,Indoor,1,1,Unit Type,Ceiling Mount,1,0,resolution,1920x1080,1,1,Operating System,1080*1920,1,0,brightness,400 Nits,1,1,viewing Angle,178 Degrees,1,1,Input voltage,100 AC -240V,1,1,interface,HDMI/USB Port/SD Card,1,1,response time,5ms,1,1,Format,HTML/JPG/BMP/GIF/PNG/MP4,1,0,internet connectivity,"Hotspot, Internet, Wifi",0,1,Display Shape,Rectangle,1,0,warranty,1 year,1,1,,,,,,,,,,,,,0,,,,,0,,,,,default,"a:1:{i:0;a:3:{s:5:""title"";s:22:""Additional Information"";s:2:""id"";s:22:""additional-information"";s:7:""content"";s:468:""<table>
<tbody>
<tr>
<th><b>Place of Orgin</b></th>
<td>ED in House</td>
</tr>
<tr>
<th><b>Fabrication</b></th>
<td>Acrylic, Metal, Wood</td>
</tr>
<tr>
<td><b>Branding Logo</b></td>
<td>Customised</td>
</tr>
<tr>
<td><b>Color</b></td>
<td>Black, Silver, Custom</td>
</tr>
<tr>
<td><b>Delivery Time</b></td>
<td>10-15 days</td>
</tr>
<tr>
<td><b>After Sale Service</b></td>
<td>Provided online as well as offline</td>
</tr>
</tbody>
</table>"";}}",,,,,,,,,,,,,,,,,,,,,
